,"1 night, 2 adults
₱ 9,006₱ 8,285
Original price ₱ 9,006. Current price ₱ 8,285.
+₱ 2,486 taxes and charges","Breakfast included
Turtle Maldives - Your Gateway to the Beach & Marine Adventures Await!
Opens in new window
OmadhooShow on map
9.3
Scored 9.3
Superb
54 reviews
Location 9.4
Standard Twin Room
2 single beds
Breakfast included
Free cancellation
Only 4 rooms left at this price on our site
1 night, 2 adults
₱ 9,006₱ 8,285
Original price ₱ 9,006. Current price ₱ 8,285.
+₱ 2,486 taxes and charges
See availability","9.3
Scored 9.3
Superb
54 reviews",Turtle Maldives - Your Gateway to the Beach & Marine Adventures Await!,Omadhoo,Standard Twin Room,3 out of 5
,"1 night, 2 adults
₱ 30,718
Price ₱ 30,718
+₱ 59,135 taxes and charges","Breakfast included
The Residence Maldives
Opens in new window
Gaafu Alifu AtollShow on map
8.9
Scored 8.9
Fabulous
157 reviews
One-Bedroom Beach Villa
1 large double bed
Breakfast included
1 night, 2 adults
₱ 30,718
Price ₱ 30,718
+₱ 59,135 taxes and charges
See availability","8.9
Scored 8.9
Fabulous
157 reviews",The Residence Maldives,Gaafu Alifu Atoll,One-Bedroom Beach Villa,5 out of 5
,"1 night, 2 adults
₱ 2,533₱ 2,330
Original price ₱ 2,533. Current price ₱ 2,330.
+₱ 1,037 taxes and charges","Finimas Residence
Opens in new window
ThimarafushiShow on map
8.5
Scored 8.5
Very good
12 reviews
Deluxe Family Room
2 beds (1 single, 1 large double)
Free cancellation
Only 2 rooms left at this price on our site
1 night, 2 adults
₱ 2,533₱ 2,330
Original price ₱ 2,533. Current price ₱ 2,330.
+₱ 1,037 taxes and charges
See availability","8.5
Scored 8.5
Very good
12 reviews",Finimas Residence,Thimarafushi,Deluxe Family Room,
,"1 night, 2 adults
₱ 3,546₱ 2,936
Original price ₱ 3,546. Current price ₱ 2,936.
+₱ 1,219 taxes and charges","Aasna Inn
Opens in new window
ThulusdhooShow on map
8.5
Scored 8.5
Very good
147 reviews
Deluxe Double or Twin Room
Multiple bed types
Breakfast included
Free cancellation
Only 5 rooms left at this price on our site
1 night, 2 adults
₱ 3,546₱ 2,936
Original price ₱ 3,546. Current price ₱ 2,936.
+₱ 1,219 taxes and charges
See availability","8.5
Scored 8.5
Very good
147 reviews",Aasna Inn,Thulusdhoo,Deluxe Double or Twin Room,
,"1 night, 2 adults
₱ 14,323
Price ₱ 14,323
+₱ 24,216 taxes and charges","Summer Island Maldives Resort
Opens in new window
North Male AtollShow on map
9.0
Scored 9.0
Superb
1,223 reviews
Location 9.3
Superior Beach Access
1 large double bed
1 night, 2 adults
₱ 14,323
Price ₱ 14,323
+₱ 24,216 taxes and charges
See availability","9.0
Scored 9.0
Superb
1,223 reviews",Summer Island Maldives Resort,North Male Atoll,Superior Beach Access,4 out of 5
,"1 night, 2 adults
₱ 332,082
Price ₱ 332,082
+₱ 241,566 taxes and charges","Soneva Jani
Opens in new window
NoonuShow on map
9.2
Scored 9.2
Superb
56 reviews
1 Bedroom Water Retreat with Slide
2 beds (1 single, 1 extra-large double)
Breakfast included
1 night, 2 adults
₱ 332,082
Price ₱ 332,082
+₱ 241,566 taxes and charges
See availability","9.2
Scored 9.2
Superb
56 reviews",Soneva Jani,Noonu,1 Bedroom Water Retreat with Slide,5 out of 5
,"1 night, 2 adults
₱ 58,006₱ 52,205
Original price ₱ 58,006. Current price ₱ 52,205.
+₱ 88,254 taxes and charges","Breakfast included
Constance Halaveli
Opens in new window
HangnaameedhooShow on map
Sustainability certification
9.7
Scored 9.7
Exceptional
473 reviews
Location 9.7
Water Villa with Private Pool
1 extra-large double bed
Breakfast included
1 night, 2 adults
₱ 58,006₱ 52,205
Original price ₱ 58,006. Current price ₱ 52,205.
+₱ 88,254 taxes and charges
See availability","9.7
Scored 9.7
Exceptional
473 reviews",Constance Halaveli,Hangnaameedhoo,Water Villa with Private Pool,5 out of 5
,"1 night, 2 adults
₱ 7,036
Price ₱ 7,036
+₱ 1,942 taxes and charges","Breakfast included
Kaani Palm Beach
Opens in new window
MaafushiShow on map
8.4
Scored 8.4
Very good
3,411 reviews
Location 9.3
Deluxe Family Room City View with Balcony
2 beds (1 single, 1 extra-large double)
Breakfast included
Free cancellation
1 night, 2 adults
₱ 7,036
Price ₱ 7,036
+₱ 1,942 taxes and charges
See availability","8.4
Scored 8.4
Very good
3,411 reviews",Kaani Palm Beach,Maafushi,Deluxe Family Room City View with Balcony,4 out of 5
,"1 night, 2 adults
₱ 25,666
Price ₱ 25,666
+₱ 7,759 taxes and charges","Breakfast included
Angsana Velavaru - All inclusive SELECT
Opens in new window
Dhaalu AtollShow on map
8.9
Scored 8.9
Fabulous
275 reviews
Beach Villa
Entire villa • 1 bedroom • 1 living room • 1 bathroom • 88m²
1 extra-large double bed
Breakfast included
Only 7 left at this price on our site
1 night, 2 adults
₱ 25,666
Price ₱ 25,666
+₱ 7,759 taxes and charges
See availability","8.9
Scored 8.9
Fabulous
275 reviews",Angsana Velavaru - All inclusive SELECT,Dhaalu Atoll,Beach Villa,5 out of 5
,"1 night, 2 adults
₱ 36,135₱ 28,908
Original price ₱ 36,135. Current price ₱ 28,908.
+₱ 8,654 taxes and charges","All-inclusive
Cocoon Maldives - All Inclusive
Opens in new window
Lhaviyani AtollShow on map
9.1
Scored 9.1
Superb
201 reviews
Location 9.3
Beach Villa
2 beds (1 extra-large double, 1 sofa bed)
All-inclusive
Only 5 rooms left at this price on our site
1 night, 2 adults
₱ 36,135₱ 28,908
Original price ₱ 36,135. Current price ₱ 28,908.
+₱ 8,654 taxes and charges
See availability","9.1
Scored 9.1
Superb
201 reviews",Cocoon Maldives - All Inclusive,Lhaviyani Atoll,Beach Villa,5 out of 5
,"1 night, 2 adults
₱ 42,841
Price ₱ 42,841
+₱ 64,169 taxes and charges","Breakfast included
Sun Siyam Iru Veli Premium All Inclusive
Opens in new window
Featured
This property matches your criteria and may be ranked higher in your search results. It will pay us a higher commission if you make a booking.
Dhaalu AtollShow on map
9.0
Scored 9.0
Superb
277 reviews
Location 9.3
Beach Villa with Private Pool
Private suite
1 extra-large double bed
Breakfast included
1 night, 2 adults
₱ 42,841
Price ₱ 42,841
+₱ 64,169 taxes and charges
See availability","9.0
Scored 9.0
Superb
277 reviews",Sun Siyam Iru Veli Premium All Inclusive,Dhaalu Atoll,Beach Villa with Private Pool,5 out of 5
,"1 night, 2 adults
₱ 18,004₱ 14,403
Original price ₱ 18,004. Current price ₱ 14,403.
+₱ 4,651 taxes and charges","Breakfast included
Furaveri Maldives
Opens in new window
Raa AtollShow on map
9.2
Scored 9.2
Superb
965 reviews
Location 9.4
Garden Villa with Special Rate On Seaplane Transfer From 16th April to 30th September 2024
Entire villa • 1 bedroom • 1 bathroom • 110m²
1 extra-large double bed
Breakfast included
Only 1 left at this price on our site
1 night, 2 adults
₱ 18,004₱ 14,403
Original price ₱ 18,004. Current price ₱ 14,403.
+₱ 4,651 taxes and charges
See availability","9.2
Scored 9.2
Superb
965 reviews",Furaveri Maldives,Raa Atoll,Garden Villa with Special Rate On Seaplane Transfer From 16th April to 30th September 2024,5 out of 5
,"1 night, 2 adults
₱ 11,205
Price ₱ 11,205
+₱ 3,093 taxes and charges","Breakfast included
Equator Village Resort
Opens in new window
Featured
This property matches your criteria and may be ranked higher in your search results. It will pay us a higher commission if you make a booking.
GanShow on map
8.1
Scored 8.1
Very good
81 reviews
Standard Double Room
1 double bed
Breakfast included
Free cancellation
1 night, 2 adults
₱ 11,205
Price ₱ 11,205
+₱ 3,093 taxes and charges
See availability","8.1
Scored 8.1
Very good
81 reviews",Equator Village Resort,Gan,Standard Double Room,3 out of 5
,"1 night, 2 adults
₱ 24,738
Price ₱ 24,738
+₱ 57,484 taxes and charges","Breakfast included
The Residence Maldives at Dhigurah
Opens in new window
Gaafu Alifu AtollShow on map
9.2
Scored 9.2
Superb
135 reviews
Villa
1 large double bed
Breakfast included
1 night, 2 adults
₱ 24,738
Price ₱ 24,738
+₱ 57,484 taxes and charges
See availability","9.2
Scored 9.2
Superb
135 reviews",The Residence Maldives at Dhigurah,Gaafu Alifu Atoll,Villa,5 out of 5
,"1 night, 2 adults
₱ 54,035₱ 48,632
Original price ₱ 54,035. Current price ₱ 48,632.
+₱ 81,640 taxes and charges","All-inclusive
Constance Moofushi Maldives - All Inclusive
Opens in new window
Himandhoo Show on map
Sustainability certification
9.7
Scored 9.7
Exceptional
359 reviews
Location 9.8
Beach villa - All Inclusive
1 extra-large double bed
All-inclusive
Only 2 rooms left at this price on our site
1 night, 2 adults
₱ 54,035₱ 48,632
Original price ₱ 54,035. Current price ₱ 48,632.
+₱ 81,640 taxes and charges
See availability","9.7
Scored 9.7
Exceptional
359 reviews",Constance Moofushi Maldives - All Inclusive,Himandhoo,Beach villa - All Inclusive,5 out of 5
,"1 night, 2 adults
₱ 23,567
Price ₱ 23,567
+₱ 23,840 taxes and charges","Kuramathi Maldives
Opens in new window
RasduShow on map
9.2
Scored 9.2
Superb
897 reviews
Location 9.5
Beach Villa
1 double bed
1 night, 2 adults
₱ 23,567
Price ₱ 23,567
+₱ 23,840 taxes and charges
See availability","9.2
Scored 9.2
Superb
897 reviews",Kuramathi Maldives,Rasdu,Beach Villa,4 out of 5
,"1 night, 2 adults
₱ 179,549
Price ₱ 179,549
+₱ 50,231 taxes and charges","Breakfast included
One&Only Reethi Rah
Opens in new window
Reethi RahShow on map
Sustainability certification
9.5
Scored 9.5
Exceptional
133 reviews
Location 9.8
Beach Villa King
1 extra-large double bed
Breakfast included
Only 3 rooms left at this price on our site
1 night, 2 adults
₱ 179,549
Price ₱ 179,549
+₱ 50,231 taxes and charges
See availability","9.5
Scored 9.5
Exceptional
133 reviews",One&Only Reethi Rah,Reethi Rah,Beach Villa King,5 out of 5
,"1 night, 2 adults
₱ 27,557₱ 4,409
Original price ₱ 27,557. Current price ₱ 4,409.
+₱ 1,555 taxes and charges","Leisure Inn Guest House
Opens in new window
Featured
This property matches your criteria and may be ranked higher in your search results. It will pay us a higher commission if you make a booking.
BodufolhudhooShow on map
7.5
Scored 7.5
Good
45 reviews
Deluxe Double Room
2 beds (1 single, 1 large double)
Free cancellation
No prepayment needed – pay at the property
1 night, 2 adults
₱ 27,557₱ 4,409
Original price ₱ 27,557. Current price ₱ 4,409.
+₱ 1,555 taxes and charges
See availability","7.5
Scored 7.5
Good
45 reviews",Leisure Inn Guest House,Bodufolhudhoo,Deluxe Double Room,3 out of 5
,"1 night, 2 adults
₱ 26,961₱ 16,176
Original price ₱ 26,961. Current price ₱ 16,176.
+₱ 50,168 taxes and charges","All meals included
Villa Park Sun Island Resort
Opens in new window
Featured
This property matches your criteria and may be ranked higher in your search results. It will pay us a higher commission if you make a booking.
MaamigiliShow on map
8.9
Scored 8.9
Fabulous
1,105 reviews
Double Room with Garden View
2 beds (1 double, 1 sofa bed)
All meals included
Free cancellation
1 night, 2 adults
₱ 26,961₱ 16,176
Original price ₱ 26,961. Current price ₱ 16,176.
+₱ 50,168 taxes and charges
See availability","8.9
Scored 8.9
Fabulous
1,105 reviews",Villa Park Sun Island Resort,Maamigili,Double Room with Garden View,5 out of 5
,"1 night, 2 adults
₱ 32,082₱ 15,720
Original price ₱ 32,082. Current price ₱ 15,720.
+₱ 33,157 taxes and charges","Breakfast included
Sun Siyam Olhuveli
Opens in new window
Featured
This property matches your criteria and may be ranked higher in your search results. It will pay us a higher commission if you make a booking.
South Male AtollShow on map
8.8
Scored 8.8
Fabulous
1,763 reviews
Location 9.3
Deluxe Room
1 large double bed
Breakfast included
1 night, 2 adults
₱ 32,082₱ 15,720
Original price ₱ 32,082. Current price ₱ 15,720.
+₱ 33,157 taxes and charges
See availability","8.8
Scored 8.8
Fabulous
1,763 reviews",Sun Siyam Olhuveli,South Male Atoll,Deluxe Room,4 out of 5
,"1 night, 2 adults
₱ 3,715₱ 3,418
Original price ₱ 3,715. Current price ₱ 3,418.
+₱ 1,025 taxes and charges","Sunview Residence
Opens in new window
KaashidhooShow on map
8.9
Scored 8.9
Fabulous
51 reviews
Double Room
2 beds (1 single, 1 double)
Free cancellation
Only 3 rooms left at this price on our site
1 night, 2 adults
₱ 3,715₱ 3,418
Original price ₱ 3,715. Current price ₱ 3,418.
+₱ 1,025 taxes and charges
See availability","8.9
Scored 8.9
Fabulous
51 reviews",Sunview Residence,Kaashidhoo,Double Room,3 out of 5
,"1 night, 2 adults
₱ 39,700₱ 25,804
Original price ₱ 39,700. Current price ₱ 25,804.
+₱ 29,213 taxes and charges","All meals included
Meeru Maldives Resort Island
Opens in new window
DhiffushiShow on map
9.3
Scored 9.3
Superb
2,046 reviews
Location 9.5
Beach Villa with Spa Bath
Entire bungalow • 1 bedroom • 1 bathroom • 80m²
1 large double bed
All meals included
Free cancellation
No prepayment needed – pay at the property
1 night, 2 adults
₱ 39,700₱ 25,804
Original price ₱ 39,700. Current price ₱ 25,804.
+₱ 29,213 taxes and charges
See availability","9.3
Scored 9.3
Superb
2,046 reviews",Meeru Maldives Resort Island,Dhiffushi,Beach Villa with Spa Bath,4 out of 5
,"1 night, 2 adults
₱ 13,475₱ 8,759
Original price ₱ 13,475. Current price ₱ 8,759.
+₱ 2,755 taxes and charges","Breakfast included
Paguro Seaview
Opens in new window
BodufolhudhooShow on map
9.2
Scored 9.2
Superb
161 reviews
Location 9.5
Deluxe Double Room Beach Front
1 large double bed
Breakfast included
Only 1 room left at this price on our site
1 night, 2 adults
₱ 13,475₱ 8,759
Original price ₱ 13,475. Current price ₱ 8,759.
+₱ 2,755 taxes and charges
See availability","9.2
Scored 9.2
Superb
161 reviews",Paguro Seaview,Bodufolhudhoo,Deluxe Double Room Beach Front,3 out of 5
,"1 night, 2 adults
₱ 21,746
Price ₱ 21,746
+₱ 731 taxes and charges","Breakfast included
Filitheyo Island Resort
Opens in new window
Featured
This property matches your criteria and may be ranked higher in your search results. It will pay us a higher commission if you make a booking.
FilitheyoShow on map
8.6
Scored 8.6
Fabulous
159 reviews
Villa Superior
2 beds (1 double, 1 extra-large double)
Breakfast included
Free cancellation
1 night, 2 adults
₱ 21,746
Price ₱ 21,746
+₱ 731 taxes and charges
See availability","8.6
Scored 8.6
Fabulous
159 reviews",Filitheyo Island Resort,Filitheyo,Villa Superior,4 out of 5
,"1 night, 2 adults
₱ 62,446
Price ₱ 62,446
+₱ 731 taxes and charges","Breakfast & dinner included
NH Collection Maldives Havodda Resort
Opens in new window
Gaafu Dhaalu AtollShow on map
9.1
Scored 9.1
Superb
236 reviews
Sunrise Beach Villa
1 extra-large double bed
Breakfast & dinner included
1 night, 2 adults
₱ 62,446
Price ₱ 62,446
+₱ 731 taxes and charges
See availability","9.1
Scored 9.1
Superb
236 reviews",NH Collection Maldives Havodda Resort,Gaafu Dhaalu Atoll,Sunrise Beach Villa,5 out of 5
,"1 night, 2 adults
₱ 37,730₱ 5,282
Original price ₱ 37,730. Current price ₱ 5,282.
+₱ 1,796 taxes and charges","Breakfast included
La Palma Villa
Opens in new window
UkulhasShow on map
8.9
Scored 8.9
Fabulous
181 reviews
Deluxe Villa with 18% discount on All Excursions
Entire villa • 1 bedroom • 1 bathroom • 15m²
2 extra-large double beds
Breakfast included
Free cancellation
No prepayment needed – pay at the property
1 night, 2 adults
₱ 37,730₱ 5,282
Original price ₱ 37,730. Current price ₱ 5,282.
+₱ 1,796 taxes and charges
See availability","8.9
Scored 8.9
Fabulous
181 reviews",La Palma Villa,Ukulhas,Deluxe Villa with 18% discount on All Excursions,3 out of 5
,"1 night, 2 adults
₱ 4,739
Price ₱ 4,739
+₱ 1,308 taxes and charges","Plumeria Maldives
Opens in new window
ThinadhooShow on map
9.2
Scored 9.2
Superb
466 reviews
Location 9.5
Standard Double Room
1 double bed
Breakfast included
1 night, 2 adults
₱ 4,739
Price ₱ 4,739
+₱ 1,308 taxes and charges
See availability","9.2
Scored 9.2
Superb
466 reviews",Plumeria Maldives,Thinadhoo,Standard Double Room,4 out of 5
,"1 night, 2 adults
₱ 43,902₱ 32,927
Original price ₱ 43,902. Current price ₱ 32,927.
+₱ 62,126 taxes and charges","Breakfast included
Sun Siyam Iru Fushi with Free Transfer
Opens in new window
Featured
This property matches your criteria and may be ranked higher in your search results. It will pay us a higher commission if you make a booking.
ManadhooShow on map
9.0
Scored 9.0
Superb
481 reviews
Location 9.3
Deluxe Beach Villa Free transfers, 2 pax, 7 nights minimum
2 beds (1 extra-large double, 1 sofa bed)
Breakfast included
Only 2 rooms left at this price on our site
1 night, 2 adults
₱ 43,902₱ 32,927
Original price ₱ 43,902. Current price ₱ 32,927.
+₱ 62,126 taxes and charges
See availability","9.0
Scored 9.0
Superb
481 reviews",Sun Siyam Iru Fushi with Free Transfer,Manadhoo,"Deluxe Beach Villa Free transfers, 2 pax, 7 nights minimum",5 out of 5
,"1 night, 2 adults
₱ 63,321₱ 50,657
Original price ₱ 63,321. Current price ₱ 50,657.
+₱ 14,657 taxes and charges","Breakfast included
JA Manafaru Maldives
Opens in new window
DhidhdhooShow on map
9.3
Scored 9.3
Superb
385 reviews
Getaway Deal
Beach Villa with Private Pool
1 extra-large double bed
Breakfast included
Only 5 rooms left at this price on our site
1 night, 2 adults
₱ 63,321₱ 50,657
Original price ₱ 63,321. Current price ₱ 50,657.
+₱ 14,657 taxes and charges
See availability","9.3
Scored 9.3
Superb
385 reviews",JA Manafaru Maldives,Dhidhdhoo,Beach Villa with Private Pool,5 out of 5
